Localidades;Periodos;Empregos Formais ;Empregos Formais das Pessoas com Ensino Fundamental Incompleto ;Empregos Formais das Pessoas com Ensino Fundamental Completo ;Empregos Formais das Pessoas com Ensino M‚dio Completo ;Empregos Formais das Pessoas com Ensino Superior Completo ;C¢d. IBGE
Guaraçaí;2014;1340;323;215;650;152;3517802
Guaraçaí;2015;1390;314;214;708;154;3517802
Guaraçaí;2016;1312;255;205;696;156;3517802
Guaraçaí;2017;1388;282;201;731;174;3517802
Guareí;2013;2207;246;551;1201;209;3518503
Guareí;2014;2259;252;584;1212;211;3518503
Guareí;2015;2158;232;384;1363;179;3518503
Guareí;2016;2226;214;361;1474;177;3518503
Guareí;2017;2339;394;289;1469;187;3518503
Guariba;2013;7649;1471;1475;3965;738;3518602
Guariba;2014;7332;1270;1218;3988;856;3518602
Guariba;2015;7353;1182;1321;3971;879;3518602
Guariba;2016;7022;1015;1094;3986;927;3518602
Guariba;2017;7073;905;1057;4161;950;3518602
Guarujá;2013;52348;7099;10878;27786;6585;3518701
Guarujá;2014;52551;6751;10588;28269;6943;3518701
Guarujá;2015;52731;6168;10363;28991;7209;3518701
Guarujá;2016;50080;5730;9171;27892;7287;3518701
Guarujá;2017;47693;5021;8508;27059;7105;3518701
Guarulhos;2013;354409;37778;63993;202969;49669;3518800
Guarulhos;2014;357417;32612;59869;210878;54058;3518800
Guarulhos;2015;341760;28652;54104;205665;53339;3518800
Guarulhos;2016;320704;25317;45720;197651;52016;3518800
Guarulhos;2017;320416;23013;42184;199372;55847;3518800
Guatapará;2013;1645;274;492;693;186;3518859
Guatapará;2014;1768;249;599;735;185;3518859
Guatapará;2015;1786;215;677;702;192;3518859
Guatapará;2016;1672;160;585;701;226;3518859
Guatapará;2017;1383;138;368;631;246;3518859
Guzolândia;2013;547;135;120;231;61;3518909
Guzolândia;2014;562;130;110;249;73;3518909
Guzolândia;2015;567;113;96;273;85;3518909
Guzolândia;2016;582;113;93;295;81;3518909
Guzolândia;2017;633;116;85;349;83;3518909
Herculândia;2013;1217;222;260;600;135;3519006
Herculândia;2014;1209;214;216;618;161;3519006
Herculândia;2015;1209;211;225;599;174;3519006
Herculândia;2016;1201;202;191;631;177;3519006
Herculândia;2017;1270;214;195;671;190;3519006
Holambra;2013;7361;1980;2478;2148;755;3519055
Holambra;2014;7488;1890;2491;2255;852;3519055
Holambra;2015;7811;1862;2466;2612;871;3519055
Holambra;2016;8007;1746;2447;2881;933;3519055
Holambra;2017;8307;1724;2518;3038;1027;3519055
Hortolândia;2013;45912;2724;6384;24148;12656;3519071
Hortolândia;2014;48441;2924;7353;24961;13203;3519071
Hortolândia;2015;44626;2519;5592;22910;13605;3519071
Hortolândia;2016;46266;2688;6238;22958;14382;3519071
Hortolândia;2017;44992;2426;5677;22645;14244;3519071
Iacanga;2013;3450;797;725;1660;268;3519105
Iacanga;2014;3436;701;803;1667;265;3519105
Iacanga;2015;3421;664;735;1701;321;3519105
Iacanga;2016;3292;654;651;1714;273;3519105
Iacanga;2017;3549;661;699;1840;349;3519105
Iacri;2013;818;168;187;346;117;3519204
Iacri;2014;838;159;172;384;123;3519204
Iacri;2015;862;158;200;380;124;3519204
Iacri;2016;850;143;183;405;119;3519204
Iacri;2017;937;147;198;474;118;3519204
Iaras;2013;1687;344;297;751;295;3519253
Iaras;2014;1632;315;279;762;276;3519253
Iaras;2015;1692;293;287;818;294;3519253
Iaras;2016;1604;253;236;815;300;3519253
Iaras;2017;1598;235;225;597;541;3519253
Ibaté;2013;6270;1045;2526;2111;588;3519303
Ibaté;2014;6289;1002;2447;2241;599;3519303
Ibaté;2015;6328;909;2407;2403;609;3519303
Ibaté;2016;5948;802;2203;2322;621;3519303
Ibaté;2017;6155;839;2272;2401;643;3519303
Ibirá;2013;1890;261;215;1207;207;3519402
Ibirá;2014;2040;314;218;1306;202;3519402
Ibirá;2015;1970;281;209;1259;221;3519402
Ibirá;2016;1870;269;220;1167;214;3519402
Ibirá;2017;1950;335;206;1162;247;3519402
Ibirarema;2013;733;167;147;291;128;3519501
Ibirarema;2014;716;160;143;290;123;3519501
Ibirarema;2015;743;170;139;315;119;3519501
Ibirarema;2016;729;143;155;311;120;3519501
Ibirarema;2017;757;139;151;336;131;3519501
Ibitinga;2013;15986;2558;5233;7070;1125;3519600
Ibitinga;2014;16123;2400;5041;7482;1200;3519600
Ibitinga;2015;14576;2025;4277;7066;1208;3519600
Ibitinga;2016;13882;1865;3938;7007;1072;3519600
Ibitinga;2017;14370;1849;3961;7406;1154;3519600
Ibiúna;2013;11598;2578;2890;4986;1144;3519709
Ibiúna;2014;12806;2689;3307;5605;1205;3519709
Ibiúna;2015;13184;2506;3283;5796;1599;3519709
Ibiúna;2016;13045;2428;3196;5885;1536;3519709
Ibiúna;2017;13412;2255;3143;6353;1661;3519709
Icém;2013;1152;234;230;497;191;3519808
Icém;2014;1175;206;240;539;190;3519808
Icém;2015;3561;1280;694;1296;291;3519808
Icém;2016;3421;1206;672;1268;275;3519808
Icém;2017;942;140;165;456;181;3519808
Iepê;2013;1005;136;137;504;228;3519907
Iepê;2014;1049;133;129;577;210;3519907
Iepê;2015;1271;122;120;794;235;3519907
Iepê;2016;1147;126;138;646;237;3519907
Iepê;2017;1136;117;155;640;224;3519907
Igarapava;2013;6165;1799;1499;2079;788;3520103
Igarapava;2014;5776;1276;1423;2276;801;3520103
Igarapava;2015;5464;1039;1318;2278;829;3520103
Igarapava;2016;5246;967;1297;2328;654;3520103
Igarapava;2017;5224;912;1280;2298;734;3520103
Igaratá;2013;1532;238;266;891;137;3520202
Igaratá;2014;1522;213;253;919;137;3520202
Igaratá;2015;1687;221;276;1023;167;3520202
Igaratá;2016;1560;118;293;980;169;3520202
Igaratá;2017;1646;113;292;1036;205;3520202
Igaraçu do Tietê;2013;2605;362;570;1303;370;3520004
Igaraçu do Tietê;2014;2639;337;538;1364;400;3520004
Igaraçu do Tietê;2015;2612;335;553;1317;407;3520004
Igaraçu do Tietê;2016;2501;329;489;1264;419;3520004
Igaraçu do Tietê;2017;2448;305;470;1245;428;3520004
Iguape;2013;2638;279;416;1537;406;3520301
Iguape;2014;1850;100;264;1335;151;3520301
Iguape;2015;2826;228;367;1782;449;3520301
Iguape;2016;2848;205;330;1863;450;3520301
Iguape;2017;2830;188;305;1836;501;3520301
Ilha Comprida;2013;1498;127;270;806;295;3520426
Ilha Comprida;2014;1854;148;309;1061;336;3520426
Ilha Comprida;2015;1892;111;311;1112;358;3520426
Ilha Comprida;2016;1854;55;260;1213;326;3520426
Ilha Comprida;2017;1700;47;258;1079;316;3520426
Ilha Solteira;2013;5496;525;916;2683;1372;3520442
Ilha Solteira;2014;5454;465;878;2750;1361;3520442
Ilha Solteira;2015;5265;439;746;2734;1346;3520442
Ilha Solteira;2016;4863;386;705;2550;1222;3520442
Ilha Solteira;2017;5165;345;703;2923;1194;3520442
Ilhabela;2013;7500;837;1365;4223;1075;3520400
Ilhabela;2014;7308;798;1348;4310;852;3520400
Ilhabela;2015;8010;866;1518;4639;987;3520400
Ilhabela;2016;8499;782;1526;4831;1360;3520400
Ilhabela;2017;8547;751;1463;5072;1261;3520400
Indaiatuba;2013;72463;6086;13523;41198;11650;3520509
Indaiatuba;2014;73499;5476;13192;42326;12505;3520509
Indaiatuba;2015;73050;5185;12629;42281;12955;3520509
Indaiatuba;2016;72751;4476;11803;42797;13675;3520509
Indaiatuba;2017;72513;4075;10408;43541;14489;3520509
Indiana;2013;594;60;167;265;102;3520608
Indiana;2014;619;77;165;276;101;3520608
Indiana;2015;636;82;156;300;98;3520608
Indiana;2016;584;71;135;280;98;3520608
Indiana;2017;620;66;148;289;117;3520608
Indiaporã;2013;514;59;89;234;132;3520707
Indiaporã;2014;530;63;102;235;130;3520707
Indiaporã;2015;585;64;111;247;163;3520707
Indiaporã;2016;300;49;63;134;54;3520707
Indiaporã;2017;556;75;114;218;149;3520707
Inúbia Paulista;2013;929;171;135;498;125;3520806
Inúbia Paulista;2014;919;163;132;496;128;3520806
Inúbia Paulista;2015;941;161;160;487;133;3520806
Inúbia Paulista;2016;966;151;193;497;125;3520806
Inúbia Paulista;2017;972;147;181;498;146;3520806
Ipaussu;2013;3661;893;935;1470;363;3520905
Ipaussu;2014;3484;735;744;1598;407;3520905
Ipaussu;2015;3360;669;685;1597;409;3520905
Ipaussu;2016;3120;599;592;1467;462;3520905
Ipaussu;2017;3225;584;570;1597;474;3520905
Iperó;2013;5795;564;1055;3499;677;3521002
Iperó;2014;5758;490;1007;3579;682;3521002
Iperó;2015;5070;458;867;3052;693;3521002
Iperó;2016;5134;433;850;3086;765;3521002
Iperó;2017;5704;510;929;3420;845;3521002
Ipeúna;2013;2397;559;584;925;329;3521101
Ipeúna;2014;2134;474;488;854;318;3521101
Ipeúna;2015;2059;425;433;864;337;3521101
Ipeúna;2016;1968;367;388;871;342;3521101
Ipeúna;2017;1944;351;409;851;333;3521101
Ipiguá;2013;841;162;151;445;83;3521150
Ipiguá;2014;1036;159;220;569;88;3521150
Ipiguá;2015;1071;142;237;579;113;3521150
Ipiguá;2016;1071;98;154;525;294;3521150
Ipiguá;2017;1341;120;232;842;147;3521150
Iporanga;2013;494;78;110;211;95;3521200
Iporanga;2014;507;74;105;243;85;3521200
Iporanga;2015;548;70;110;279;89;3521200
Iporanga;2016;485;64;103;240;78;3521200
Iporanga;2017;497;57;102;241;97;3521200
Ipuã;2013;3604;1092;812;1239;461;3521309
Ipuã;2014;3292;910;694;1191;497;3521309
Ipuã;2015;2838;692;612;1085;449;3521309
Ipuã;2016;3077;725;632;1284;436;3521309
Ipuã;2017;2583;421;498;1245;419;3521309
Iracemápolis;2013;6724;1404;1542;3176;602;3521408
Iracemápolis;2014;6639;1402;1486;3089;662;3521408
Iracemápolis;2015;6874;1312;1389;3361;812;3521408
Iracemápolis;2016;6612;1041;1181;3497;893;3521408
Iracemápolis;2017;6899;969;1145;3809;976;3521408
Irapuã;2013;876;190;282;317;87;3521507
Irapuã;2014;904;185;277;351;91;3521507
Irapuã;2015;942;180;264;394;104;3521507
Irapuã;2016;971;173;251;432;115;3521507
Irapuã;2017;947;154;223;457;113;3521507
Irapuru;2013;735;61;85;455;134;3521606
Irapuru;2014;770;61;76;472;161;3521606
Irapuru;2015;820;52;75;482;211;3521606
Irapuru;2016;682;22;72;441;147;3521606
Irapuru;2017;690;22;78;365;225;3521606
Itaberá;2013;2656;396;930;1114;216;3521705
Itaberá;2014;2720;459;897;1128;236;3521705
Itaberá;2015;2608;348;842;1162;256;3521705
Itaberá;2016;2532;329;847;1116;240;3521705
Itaberá;2017;2760;357;923;1183;297;3521705
Itaí;2013;5018;1697;1001;1817;503;3521804
Itaí;2014;5239;1518;1053;2066;602;3521804
Itaí;2015;5128;1387;1079;2116;546;3521804
Itaí;2016;4966;1237;1004;2188;537;3521804
Itaí;2017;5517;1379;1117;2426;595;3521804
Itajobi;2013;2949;402;831;1400;316;3521903
Itajobi;2014;3032;426;793;1484;329;3521903
Itajobi;2015;3325;481;755;1618;471;3521903
Itajobi;2016;3214;447;725;1587;455;3521903
Itajobi;2017;3439;431;751;1762;495;3521903
Itaju;2013;670;131;261;190;88;3522000
Itaju;2014;618;104;257;170;87;3522000
Itaju;2015;756;100;284;282;90;3522000
Itaju;2016;731;80;255;303;93;3522000
Itaju;2017;756;69;278;310;99;3522000
Itanhaém;2013;14766;1331;3344;8056;2035;3522109
Itanhaém;2014;13745;1069;3137;7738;1801;3522109
Itanhaém;2015;14384;1133;2799;8457;1995;3522109
Itanhaém;2016;13881;1060;2914;7949;1958;3522109
Itanhaém;2017;13967;708;2448;8417;2394;3522109
Itaóca;2013;329;56;60;170;43;3522158
Itaóca;2014;321;62;51;169;39;3522158
Itaóca;2015;305;47;44;172;42;3522158
Itaóca;2016;321;49;44;185;43;3522158
Itaóca;2017;340;47;43;200;50;3522158
Itapecerica da Serra;2013;23215;3103;4498;12402;3212;3522208
Itapecerica da Serra;2014;23331;2925;4363;12653;3390;3522208
Itapecerica da Serra;2015;23719;2751;4125;13103;3740;3522208
Itapecerica da Serra;2016;22323;2514;3781;12295;3733;3522208
Itapecerica da Serra;2017;21223;2129;3330;11959;3805;3522208
Itapetininga;2013;35682;5204;6493;19657;4328;3522307
Itapetininga;2014;36192;4381;6232;20959;4620;3522307
Itapetininga;2015;36266;3857;5960;21691;4758;3522307
Itapetininga;2016;35421;3374;4898;21536;5613;3522307
Itapetininga;2017;35521;3321;4469;23151;4580;3522307
Itapeva;2013;19846;2739;5995;8916;2196;3522406
Itapeva;2014;20711;2729;5869;9820;2293;3522406
Itapeva;2015;20502;2523;5571;9845;2563;3522406
Itapeva;2016;19847;2404;5277;9816;2350;3522406
Itapeva;2017;19704;2189;4915;10169;2431;3522406
Itapevi;2013;37747;2474;6223;21998;7052;3522505
Itapevi;2014;38818;2359;6220;23390;6849;3522505
Itapevi;2015;38131;2109;5925;22515;7582;3522505
Itapevi;2016;34675;1915;5134;20363;7263;3522505
Itapevi;2017;32535;1681;4315;18966;7573;3522505
Itapira;2013;22848;2843;4453;12754;2798;3522604
Itapira;2014;23145;2617;4213;13352;2963;3522604
Itapira;2015;22980;2491;4047;13279;3163;3522604
Itapira;2016;22666;2420;3838;13379;3029;3522604
Itapira;2017;22898;2321;3575;13670;3332;3522604
Itapirapuã Paulista;2013;521;138;90;259;34;3522653
Itapirapuã Paulista;2014;576;161;96;271;48;3522653
Itapirapuã Paulista;2015;546;136;119;242;49;3522653
Itapirapuã Paulista;2016;574;91;166;239;78;3522653
Itapirapuã Paulista;2017;531;86;159;234;52;3522653
Itápolis;2013;10474;2012;1849;5617;996;3522703
Itápolis;2014;10647;2068;1699;5841;1039;3522703
Itápolis;2015;10443;2135;1685;5529;1094;3522703
Itápolis;2016;9642;1739;1367;5527;1009;3522703
Itápolis;2017;10347;1800;1516;5933;1098;3522703
Itaporanga;2013;2067;192;551;1066;258;3522802
Itaporanga;2014;2154;193;540;1152;269;3522802
Itaporanga;2015;2085;176;482;1150;277;3522802
Itaporanga;2016;2013;181;436;1147;249;3522802
Itaporanga;2017;2278;186;477;1318;297;3522802
Itapuí;2013;4556;1080;1822;1399;255;3522901
Itapuí;2014;4875;1067;2025;1482;301;3522901
Itapuí;2015;4536;901;1729;1570;336;3522901
Itapuí;2016;4079;706;1508;1540;325;3522901
Itapuí;2017;4170;721;1434;1666;349;3522901
Itapura;2013;600;148;114;259;79;3523008
Itapura;2014;611;144;114;263;90;3523008
Itapura;2015;645;152;100;303;90;3523008
Itapura;2016;584;128;90;286;80;3523008
Itapura;2017;591;123;89;284;95;3523008
Itaquaquecetuba;2013;46464;6624;8615;25890;5335;3523107
Itaquaquecetuba;2014;45323;5938;7904;25867;5614;3523107
Itaquaquecetuba;2015;44789;4725;7414;26273;6377;3523107
Itaquaquecetuba;2016;39699;3310;5902;23858;6629;3523107
Itaquaquecetuba;2017;40879;3012;5728;25632;6507;3523107
Itararé;2013;8814;1510;2488;3458;1358;3523206
Itararé;2014;9073;1332;2521;3835;1385;3523206
Itararé;2015;8673;1178;2282;3847;1366;3523206
Itararé;2016;8588;1009;2200;4003;1376;3523206
Itararé;2017;8543;852;2177;4128;1386;3523206
Itariri;2013;1359;280;291;645;143;3523305
Itariri;2014;1480;269;368;683;160;3523305
Itariri;2015;1457;245;348;690;174;3523305
Itariri;2016;1449;225;349;677;198;3523305
Itariri;2017;1499;226;328;721;224;3523305
Itatiba;2013;37210;6854;8908;17070;4378;3523404
Itatiba;2014;36260;5897;8359;17303;4701;3523404
Itatiba;2015;35366;5101;7979;17258;5028;3523404
Itatiba;2016;32182;4197;6690;16049;5246;3523404
Itatiba;2017;32751;4038;6372;16823;5518;3523404
Itatinga;2013;3342;1038;688;1330;286;3523503
Itatinga;2014;3359;1078;628;1341;312;3523503
Itatinga;2015;3207;1016;578;1284;329;3523503
Itatinga;2016;2967;795;518;1255;399;3523503
Itatinga;2017;3173;900;500;1444;329;3523503
Itirapina;2013;4054;744;1187;1714;409;3523602
Itirapina;2014;3852;684;1133;1651;384;3523602
Itirapina;2015;4379;614;1032;2256;477;3523602
Itirapina;2016;3409;517;863;1588;441;3523602
Itirapina;2017;5047;665;2174;1750;458;3523602
Itirapuã;2013;808;311;141;245;111;3523701
Itirapuã;2014;783;268;158;243;114;3523701
Itirapuã;2015;783;271;149;252;111;3523701
Itirapuã;2016;770;290;133;247;100;3523701
Itirapuã;2017;809;285;129;282;113;3523701
Itobi;2013;840;204;172;379;85;3523800
Itobi;2014;880;215;191;384;90;3523800
Itobi;2015;877;192;189;393;103;3523800
Itobi;2016;911;193;190;432;96;3523800
Itobi;2017;968;168;195;499;106;3523800
Itu;2013;59118;7217;12743;30571;8587;3523909
Itu;2014;59129;6594;12841;30442;9252;3523909
Itu;2015;54937;5628;11411;28729;9169;3523909
Itu;2016;52708;5130;10626;28176;8776;3523909
Itu;2017;54239;4816;8847;30865;9711;3523909
Itupeva;2013;23176;2291;4786;13344;2755;3524006
Itupeva;2014;23797;2167;4453;14134;3043;3524006
Itupeva;2015;24543;2119;4072;14647;3705;3524006
Itupeva;2016;23233;1770;3571;14143;3749;3524006
Itupeva;2017;25145;1791;3415;15747;4192;3524006
Ituverava;2013;8044;1314;1622;3614;1494;3524105
Ituverava;2014;8209;1266;1623;3759;1561;3524105
Ituverava;2015;7587;888;1403;3688;1608;3524105
Ituverava;2016;7242;741;1283;3675;1543;3524105
Ituverava;2017;7508;709;1286;3848;1665;3524105
Jaborandi;2013;906;209;192;359;146;3524204
Jaborandi;2014;951;200;199;404;148;3524204
Jaborandi;2015;980;169;254;381;176;3524204
Jaborandi;2016;900;129;203;408;160;3524204
Jaborandi;2017;931;123;177;479;152;3524204
Jaboticabal;2013;23224;4401;5273;9939;3611;3524303
Jaboticabal;2014;23222;3756;5730;10102;3634;3524303
Jaboticabal;2015;22455;3312;5567;10009;3567;3524303
Jaboticabal;2016;21134;3019;4677;9684;3754;3524303
Jaboticabal;2017;20323;2609;4181;9839;3694;3524303
Jacareí;2013;46627;4023;6614;27846;8144;3524402
Jacareí;2014;48473;3838;6626;29125;8884;3524402
Jacareí;2015;48896;3857;6410;29283;9346;3524402
Jacareí;2016;48742;3970;6057;29975;8740;3524402
Jacareí;2017;47934;3497;5324;29763;9350;3524402
Jaci;2013;2856;353;1006;1170;327;3524501
Jaci;2014;2947;374;997;1237;339;3524501
Jaci;2015;2550;337;764;1139;310;3524501
Jaci;2016;2365;298;672;1091;304;3524501
Jaci;2017;2396;278;606;1209;303;3524501
Jacupiranga;2013;3574;789;803;1752;228;3524600
Jacupiranga;2014;3372;726;725;1670;251;3524600
Jacupiranga;2015;3432;768;694;1707;263;3524600
Jacupiranga;2016;3474;676;695;1804;299;3524600
Jacupiranga;2017;3456;630;681;1838;307;3524600
Jaguariúna;2013;32306;2497;6258;15288;8263;3524709
Jaguariúna;2014;36282;2534;7028;17307;9413;3524709
Jaguariúna;2015;36874;2336;6471;17789;10278;3524709
Jaguariúna;2016;34027;1931;5281;16820;9995;3524709
Jaguariúna;2017;34384;1789;4790;16566;11239;3524709
Jales;2013;11083;1355;1940;5850;1938;3524808
Jales;2014;10720;1216;1737;5876;1891;3524808
Jales;2015;10836;1145;1630;6046;2015;3524808
Jales;2016;10781;985;1618;6272;1906;3524808
Jales;2017;10980;900;1490;6477;2113;3524808
Jambeiro;2013;3705;425;740;2218;322;3524907
Jambeiro;2014;3825;467;706;2307;345;3524907
Jambeiro;2015;2717;386;376;1642;313;3524907
Jambeiro;2016;2522;393;350;1465;314;3524907
Jambeiro;2017;2674;325;350;1660;339;3524907
Jandira;2013;20918;2528;4026;11231;3133;3525003
Jandira;2014;23511;3792;4224;12195;3300;3525003
Jandira;2015;19950;1852;3257;11696;3145;3525003
Jandira;2016;19374;1943;2870;11458;3103;3525003
Jandira;2017;18729;1581;2496;11318;3334;3525003
Jardinópolis;2013;9223;1159;2652;4337;1075;3525102
Jardinópolis;2014;8347;949;2148;4157;1093;3525102
Jardinópolis;2015;8753;942;2047;4656;1108;3525102
Jardinópolis;2016;8597;880;1828;4646;1243;3525102
Jardinópolis;2017;8777;840;1840;4834;1263;3525102
Jarinu;2013;6855;1054;1489;3490;822;3525201
Jarinu;2014;7379;900;1330;4177;972;3525201
Jarinu;2015;7383;858;1268;4197;1060;3525201
Jarinu;2016;7892;768;1229;4584;1311;3525201
Jarinu;2017;8227;705;1057;4926;1539;3525201
Jaú;2013;39990;5099;12495;17561;4835;3525300
Jaú;2014;42481;4812;12770;19688;5211;3525300
Jaú;2015;39081;4259;10216;19161;5445;3525300
Jaú;2016;38723;3695;9579;19860;5589;3525300
Jaú;2017;41032;4272;9834;21161;5765;3525300
Jeriquara;2013;654;188;136;221;109;3525409
Jeriquara;2014;670;189;150;216;115;3525409
Jeriquara;2015;698;178;173;222;125;3525409
Jeriquara;2016;770;154;215;270;131;3525409
Jeriquara;2017;762;156;219;259;128;3525409
Joanópolis;2013;2040;407;550;912;171;3525508
Joanópolis;2014;2246;397;489;1181;179;3525508
Joanópolis;2015;2285;363;462;1284;176;3525508
Joanópolis;2016;2272;377;460;1236;199;3525508
Joanópolis;2017;2332;395;470;1249;218;3525508
João Ramalho;2013;489;59;89;263;78;3525607
João Ramalho;2014;519;62;94;282;81;3525607
João Ramalho;2015;425;50;71;222;82;3525607
João Ramalho;2016;516;83;106;241;86;3525607
João Ramalho;2017;456;38;73;240;105;3525607
José Bonifácio;2013;10280;1775;3103;4447;955;3525706
José Bonifácio;2014;9799;1441;2850;4553;955;3525706
José Bonifácio;2015;9996;1467;2731;4832;966;3525706
José Bonifácio;2016;9892;1402;2596;4848;1046;3525706
José Bonifácio;2017;10083;1338;2535;5147;1063;3525706
Júlio Mesquita;2013;292;131;34;91;36;3525805
Júlio Mesquita;2014;545;102;117;212;114;3525805
Júlio Mesquita;2015;573;109;125;213;126;3525805
Júlio Mesquita;2016;554;98;110;203;143;3525805
Júlio Mesquita;2017;539;85;117;205;132;3525805
Jumirim;2013;1029;216;302;419;92;3525854
Jumirim;2014;978;188;303;394;93;3525854
Jumirim;2015;1232;219;374;539;100;3525854
Jumirim;2016;1077;185;316;471;105;3525854
Jumirim;2017;1217;199;379;499;140;3525854
Jundiaí;2013;181170;17612;34244;101862;27452;3525904
Jundiaí;2014;181692;16328;33216;100949;31199;3525904
Jundiaí;2015;172995;14130;29345;99208;30312;3525904
Jundiaí;2016;165924;12289;25013;96923;31699;3525904
Jundiaí;2017;162980;11565;23243;94986;33186;3525904
Junqueirópolis;2013;5441;1049;916;2824;652;3526001
Junqueirópolis;2014;5622;944;928;3017;733;3526001
Junqueirópolis;2015;6038;978;1001;3317;742;3526001
Junqueirópolis;2016;5272;735;840;2966;731;3526001
Junqueirópolis;2017;5315;572;825;3160;758;3526001
Juquiá;2013;2397;489;525;1078;305;3526100
Juquiá;2014;2361;481;513;1048;319;3526100
Juquiá;2015;2410;460;508;1110;332;3526100
Juquiá;2016;2373;424;439;1180;330;3526100
Juquiá;2017;2376;402;420;1197;357;3526100
Juquitiba;2013;4061;611;939;2098;413;3526209
Juquitiba;2014;4249;749;821;2249;430;3526209
Juquitiba;2015;3752;474;635;2249;394;3526209
Juquitiba;2016;5755;1106;1116;3036;497;3526209
Juquitiba;2017;4431;487;696;2696;552;3526209
Lagoinha;2013;719;226;138;299;56;3526308
Lagoinha;2014;724;214;142;309;59;3526308
Lagoinha;2015;747;227;141;314;65;3526308
Lagoinha;2016;705;207;131;304;63;3526308
Lagoinha;2017;715;216;127;299;73;3526308
Laranjal Paulista;2013;8559;2108;2280;3460;711;3526407
Laranjal Paulista;2014;8486;2062;2204;3469;751;3526407
Laranjal Paulista;2015;8685;1999;2264;3597;825;3526407
Laranjal Paulista;2016;8832;1992;2230;3789;821;3526407
Laranjal Paulista;2017;9093;1968;2235;4041;849;3526407
Lavínia;2013;849;143;178;378;150;3526506
Lavínia;2014;788;124;149;371;144;3526506
Lavínia;2015;738;130;99;375;134;3526506
Lavínia;2016;822;120;135;432;135;3526506
Lavínia;2017;686;109;98;355;124;3526506
Lavrinhas;2013;778;122;238;276;142;3526605
Lavrinhas;2014;805;126;224;304;151;3526605
Lavrinhas;2015;817;127;217;317;156;3526605
Lavrinhas;2016;764;120;207;295;142;3526605
Lavrinhas;2017;787;115;201;302;169;3526605
Leme;2013;23741;3349;5399;12192;2801;3526704
Leme;2014;23627;3209;5182;12392;2844;3526704
Leme;2015;23014;3200;4964;11918;2932;3526704
Leme;2016;22086;2735;4672;11714;2965;3526704
Leme;2017;22244;2570;4546;11999;3129;3526704
Lençóis Paulista;2013;20875;3442;3850;10633;2950;3526803
Lençóis Paulista;2014;20288;2912;3622;10659;3095;3526803
Lençóis Paulista;2015;19775;2656;3419;10611;3089;3526803
Lençóis Paulista;2016;18513;2185;2902;10482;2944;3526803
Lençóis Paulista;2017;19390;2139;2942;11117;3192;3526803
Limeira;2013;89750;8486;19460;50174;11630;3526902
Limeira;2014;88567;7845;18280;50014;12428;3526902
Limeira;2015;83509;9444;16099;45136;12830;3526902
Limeira;2016;81255;6072;14403;47826;12954;3526902
Limeira;2017;81141;5602;13314;48580;13645;3526902
Lindóia;2013;1938;349;581;727;281;3527009
Lindóia;2014;2082;351;575;868;288;3527009
Lindóia;2015;2069;321;527;913;308;3527009
Lindóia;2016;2022;298;476;923;325;3527009
Lindóia;2017;1975;291;449;920;315;3527009
Lins;2013;27261;4142;6201;13383;3535;3527108
Lins;2014;25899;1574;3716;10380;10229;3527108
Lins;2015;24826;3381;4869;12203;4373;3527108
Lins;2016;25154;1621;3209;10161;10163;3527108
Lins;2017;24032;1579;2882;14884;4687;3527108
Lorena;2013;16776;1242;2338;10120;3076;3527207
Lorena;2014;17740;1179;2206;11142;3213;3527207
Lorena;2015;17414;1154;2086;10800;3374;3527207
Lorena;2016;17240;1079;1948;10767;3446;3527207
Lorena;2017;17261;988;1836;10776;3661;3527207
Lourdes;2013;282;39;63;106;74;3527256
Lourdes;2014;283;34;59;108;82;3527256
Lourdes;2015;278;36;60;102;80;3527256
Lourdes;2016;265;13;57;118;77;3527256
Lourdes;2017;248;8;48;113;79;3527256
Louveira;2013;18944;1575;3330;11409;2630;3527306
Louveira;2014;17877;1475;2978;11093;2331;3527306
Louveira;2015;17747;1428;2878;10624;2817;3527306
Louveira;2016;16730;1202;2572;9981;2975;3527306
Louveira;2017;16166;1022;2230;9693;3221;3527306
Lucélia;2013;7813;1234;1499;4253;827;3527405
Lucélia;2014;8558;1468;1594;4639;857;3527405
Lucélia;2015;8691;1468;1655;4699;869;3527405
Lucélia;2016;8196;1318;1568;4389;921;3527405
Lucélia;2017;7934;1324;1404;4319;887;3527405
Lucianópolis;2013;870;542;89;177;62;3527504
Lucianópolis;2014;821;486;73;185;77;3527504
Lucianópolis;2015;880;504;99;199;78;3527504
Lucianópolis;2016;684;329;90;189;76;3527504
Lucianópolis;2017;932;477;150;226;79;3527504
Luís Antônio;2013;5008;2013;823;1690;482;3527603
Luís Antônio;2014;5046;2090;735;1780;441;3527603
Luís Antônio;2015;5339;2294;730;1853;462;3527603
Luís Antônio;2016;5413;2083;912;1943;475;3527603
Luís Antônio;2017;6443;2796;1007;2095;545;3527603
Luiziânia;2013;540;103;128;219;90;3527702
Luiziânia;2014;661;151;143;260;107;3527702
Luiziânia;2015;460;52;57;237;114;3527702
Luiziânia;2016;446;40;62;216;128;3527702
Luiziânia;2017;443;37;58;237;111;3527702
Lupércio;2013;683;132;190;276;85;3527801
Lupércio;2014;617;104;153;273;87;3527801
Lupércio;2015;555;92;135;247;81;3527801
Lupércio;2016;487;88;125;186;88;3527801
Lupércio;2017;637;105;182;241;109;3527801
Lutécia;2013;403;72;98;154;79;3527900
